DATE,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2024-06-10,37.38,19.41,0.0,7.35
2024-06-11,38.11,17.51,0.0,6.92
2024-06-12,39.17,14.99,0.0,7.56
2024-06-13,39.5,20.97,0.0,7.09
2024-06-14,39.26,24.19,0.12,6.55
2024-06-15,39.74,21.67,0.1,7.49
2024-06-16,39.97,22.71,0.0,7.44
2024-06-17,41.0,25.48,0.0,7.26
2024-06-18,40.88,25.03,0.0,7.15
2024-06-19,40.62,25.35,0.09,6.51
2024-06-20,39.17,25.52,1.16,6.1
2024-06-21,36.52,29.87,2.21,5.16
2024-06-22,36.51,31.14,0.0,5.09
2024-06-23,37.91,31.19,1.49,5.01
2024-06-24,36.09,42.44,7.94,4.21
2024-06-25,36.1,46.1,0.18,5.23
2024-06-26,36.17,45.34,5.5,4.36
2024-06-27,31.32,72.74,48.61,4.35
2024-06-28,30.73,74.7,7.84,3.55
2024-06-29,32.26,68.4,8.68,3.31
2024-06-30,33.04,65.28,7.92,4.61
2024-07-01,33.1,66.01,1.72,4.14
2024-07-02,33.67,64.6,1.54,2.86
2024-07-03,32.46,65.46,5.75,2.19
2024-07-04,29.48,81.91,12.51,2.83
2024-07-05,31.62,71.39,4.31,3.71
2024-07-06,30.64,76.07,10.18,3.44
2024-07-07,31.29,70.24,1.14,4.58
2024-07-08,31.94,67.39,1.05,3.66
2024-07-09,30.39,74.76,8.3,3.55
2024-07-10,32.52,67.23,8.31,3.52
2024-07-11,33.99,63.38,3.54,5.42
2024-07-12,34.01,62.3,1.35,3.77
2024-07-13,31.91,64.34,2.51,5.19
2024-07-14,32.98,60.35,1.8,6.16
2024-07-15,32.4,65.57,7.15,4.39
2024-07-16,32.53,67.46,2.81,5.83
2024-07-17,32.65,66.98,1.16,5.88
2024-07-18,31.96,72.54,10.04,4.3
2024-07-19,32.17,68.7,0.14,3.9
2024-07-20,32.22,68.33,1.86,5.85
2024-07-21,33.5,62.74,0.33,4.89
2024-07-22,32.86,66.46,5.1,3.55
2024-07-23,32.35,71.56,16.1,4.7
2024-07-24,31.25,79.99,11.57,3.73
2024-07-25,31.09,79.69,1.25,4.34
2024-07-26,31.58,75.5,9.05,3.17
2024-07-27,30.96,79.09,22.99,5.1
2024-07-28,32.26,71.51,0.11,6.32
2024-07-29,32.18,70.88,0.0,5.85
2024-07-30,32.74,69.75,0.7,6.24
2024-07-31,32.19,76.26,16.44,4.97
2024-08-01,28.46,90.39,59.12,4.97
2024-08-02,29.24,83.26,2.7,3.14
2024-08-03,29.25,81.2,0.09,4.94
2024-08-04,29.27,79.17,1.22,5.19
2024-08-05,29.21,82.06,1.04,5.21
2024-08-06,29.1,82.14,1.08,5.68
2024-08-07,28.19,84.82,8.95,3.0
2024-08-08,28.6,86.36,20.77,5.23
2024-08-09,28.27,89.71,12.79,5.39
2024-08-10,29.38,83.35,3.46,5.33
2024-08-11,28.3,88.03,13.03,3.29
2024-08-12,28.65,84.15,28.77,4.08
2024-08-13,28.35,88.72,9.06,5.38
2024-08-14,28.52,89.61,5.23,5.01
2024-08-15,29.15,86.59,6.06,4.76
2024-08-16,28.9,86.74,8.33,4.63
2024-08-17,29.15,86.36,8.38,5.48
2024-08-18,29.46,83.27,1.17,5.5
2024-08-19,29.3,82.53,7.32,2.9
2024-08-20,29.43,80.69,7.45,3.51
2024-08-21,29.71,79.66,1.16,5.36
2024-08-22,30.16,78.57,1.13,5.28
2024-08-23,27.97,85.45,0.57,3.23
2024-08-24,29.1,82.06,1.59,4.13
2024-08-25,28.68,83.99,0.83,6.01
2024-08-26,28.3,84.29,7.59,5.63
2024-08-27,27.98,85.04,5.41,5.3
2024-08-28,27.75,86.86,25.39,5.21
2024-08-29,27.18,86.81,9.72,4.11
2024-08-30,28.56,80.38,4.25,5.56
2024-08-31,29.38,77.19,0.12,5.95
2024-09-01,30.27,73.38,0.03,5.85
2024-09-02,27.02,89.69,4.94,4.7
2024-09-03,28.81,81.82,5.38,4.31
2024-09-04,28.34,83.6,10.55,1.72
2024-09-05,28.35,82.12,5.68,5.22
2024-09-06,27.49,87.56,25.52,1.97
