DATE,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2023-06-11,35.06,41.89,0.01,7.23
2023-06-12,35.79,39.25,0.0,6.96
2023-06-13,36.97,36.26,0.0,7.59
2023-06-14,36.38,35.7,0.0,7.51
2023-06-15,35.06,39.96,0.08,6.61
2023-06-16,34.74,44.63,3.02,5.86
2023-06-17,33.7,47.14,2.43,5.93
2023-06-18,33.1,52.01,2.41,6.11
2023-06-19,32.74,54.91,2.86,3.43
2023-06-20,33.94,51.98,5.68,6.32
2023-06-21,34.24,51.18,1.76,5.32
2023-06-22,34.46,54.81,5.69,5.32
2023-06-23,35.36,54.79,3.29,4.42
2023-06-24,33.77,62.67,20.59,3.22
2023-06-25,30.96,70.99,12.35,1.75
2023-06-26,31.54,63.86,7.87,3.94
2023-06-27,31.76,61.48,3.41,4.8
2023-06-28,32.14,62.4,9.12,5.04
2023-06-29,31.11,67.4,12.59,4.52
2023-06-30,30.51,71.59,10.41,4.47
2023-07-01,31.27,62.66,0.71,4.85
2023-07-02,32.9,58.29,0.04,5.51
2023-07-03,34.47,52.15,0.07,6.06
2023-07-04,34.45,55.32,4.97,4.15
2023-07-05,32.49,63.8,11.92,4.69
2023-07-06,30.01,75.97,8.7,3.26
2023-07-07,30.41,72.54,6.15,4.1
2023-07-08,30.11,76.98,10.57,1.99
2023-07-09,29.87,80.81,63.31,2.49
2023-07-10,29.97,80.39,22.36,3.48
2023-07-11,30.37,78.88,12.87,3.6
2023-07-12,30.29,77.12,14.72,4.44
2023-07-13,30.27,77.0,1.11,4.57
2023-07-14,29.28,81.4,4.23,3.83
2023-07-15,29.37,80.23,6.52,3.23
2023-07-16,29.9,81.32,8.96,4.87
2023-07-17,30.57,78.91,6.85,4.27
2023-07-18,29.66,84.48,9.54,2.78
2023-07-19,29.51,80.94,0.48,5.66
2023-07-20,31.48,74.49,0.01,6.65
2023-07-21,31.34,75.71,1.36,4.86
2023-07-22,30.46,77.85,0.8,5.41
2023-07-23,29.88,78.85,0.67,6.03
2023-07-24,30.69,74.74,0.22,6.39
2023-07-25,30.23,81.87,18.9,5.0
2023-07-26,30.28,78.37,14.15,2.19
2023-07-27,29.08,85.43,10.25,5.08
2023-07-28,29.41,81.93,21.99,3.83
2023-07-29,29.73,83.7,4.63,4.36
2023-07-30,29.73,82.66,1.68,5.82
2023-07-31,30.23,78.38,0.62,5.58
2023-08-01,30.76,76.2,0.01,6.32
2023-08-02,30.78,77.15,1.8,4.77
2023-08-03,30.41,78.89,3.68,4.99
2023-08-04,30.14,82.99,25.67,3.15
2023-08-05,29.08,84.45,19.14,3.79
2023-08-06,30.02,77.17,1.72,5.5
2023-08-07,29.66,77.95,0.06,4.76
2023-08-08,29.66,78.53,0.0,4.77
2023-08-09,30.01,75.94,0.18,4.5
2023-08-10,30.03,75.06,0.41,4.81
2023-08-11,30.33,72.92,0.12,5.54
2023-08-12,29.95,71.52,0.0,6.27
2023-08-13,30.11,72.51,0.03,4.48
2023-08-14,28.48,76.28,0.01,4.56
2023-08-15,29.77,72.84,5.19,4.5
2023-08-16,30.44,72.46,2.71,5.12
2023-08-17,31.03,69.78,0.17,5.98
2023-08-18,31.01,70.54,1.77,5.77
2023-08-19,30.2,79.65,14.58,3.96
2023-08-20,31.12,74.08,0.25,6.0
2023-08-21,31.63,69.0,0.08,5.64
2023-08-22,31.29,74.82,8.18,3.14
2023-08-23,29.39,80.05,28.25,0.85
2023-08-24,29.27,73.62,0.03,4.77
2023-08-25,29.6,70.63,0.01,5.48
2023-08-26,29.78,68.17,0.0,5.68
2023-08-27,29.81,66.29,0.1,5.65
2023-08-28,30.41,67.51,0.11,5.77
2023-08-29,30.17,68.32,0.03,6.03
2023-08-30,30.43,67.28,0.0,6.1
2023-08-31,30.54,66.7,0.0,6.09
2023-09-01,30.85,62.08,0.0,6.04
2023-09-02,30.22,58.82,0.0,6.42
2023-09-03,30.11,56.16,0.0,6.6
2023-09-04,30.52,58.42,0.0,6.48
2023-09-05,30.62,64.95,0.35,6.2
2023-09-06,30.96,63.78,0.09,4.14
2023-09-07,31.4,58.91,0.06,5.62
2023-09-08,30.03,64.46,4.25,5.16
2023-09-09,28.22,80.33,19.3,3.16
2023-09-10,27.79,85.64,23.13,2.66
2023-09-11,28.53,77.78,0.33,4.45
2023-09-12,29.49,73.03,0.03,4.72
2023-09-13,29.97,74.67,0.01,4.51
2023-09-14,30.33,75.74,3.92,4.96
2023-09-15,29.85,78.07,3.74,3.84
2023-09-16,27.71,81.09,9.66,2.94
2023-09-17,27.36,85.94,5.44,3.95
2023-09-18,27.88,78.34,0.29,5.51
2023-09-19,29.34,73.51,0.0,5.8
2023-09-20,30.31,70.0,0.01,5.61
2023-09-21,30.74,68.93,0.59,4.91
2023-09-22,30.41,69.2,0.49,5.05
2023-09-23,30.18,71.03,4.26,3.95
2023-09-24,29.7,69.83,3.77,4.23
2023-09-25,29.46,67.35,0.05,5.43
2023-09-26,29.14,63.78,0.02,5.27
2023-09-27,28.34,60.98,0.0,5.61
2023-09-28,27.16,59.28,0.0,5.83
2023-09-29,27.27,53.65,0.0,5.74
2023-09-30,27.62,50.35,0.0,5.66
2023-10-01,26.93,50.52,0.0,5.42
2023-10-02,26.56,48.29,0.0,5.73
2023-10-03,26.15,40.84,0.0,5.79
2023-10-04,26.08,48.72,0.0,5.75
2023-10-05,26.96,48.83,0.0,5.65
2023-10-06,26.98,49.31,0.0,5.67
2023-10-07,27.88,52.89,0.0,5.5
2023-10-08,29.09,52.93,0.0,5.4
2023-10-09,29.46,56.01,0.0,5.31
2023-10-10,28.7,54.27,0.0,5.3
2023-10-11,26.75,52.31,0.0,5.44
2023-10-12,26.49,47.72,0.0,5.33
2023-10-13,27.22,46.34,0.0,5.1
2023-10-14,27.69,46.75,0.0,4.94
2023-10-15,27.46,49.55,0.18,4.53
2023-10-16,24.34,66.25,6.01,3.46
2023-10-17,23.73,64.28,1.77,2.84
2023-10-18,23.57,57.91,0.0,4.89
2023-10-19,23.21,56.08,0.0,5.11
2023-10-20,23.42,54.75,0.0,4.9
2023-10-21,23.25,51.85,0.0,4.71
2023-10-22,23.76,49.24,0.0,4.34
2023-10-23,23.45,56.15,0.0,4.39
2023-10-24,23.96,55.19,0.0,4.42
2023-10-25,23.82,53.42,0.0,4.43
2023-10-26,23.23,51.36,0.0,4.73
2023-10-27,23.88,40.97,0.0,4.6
2023-10-28,24.2,44.27,0.0,3.97
2023-10-29,24.97,43.85,0.0,4.18
2023-10-30,24.56,48.83,0.0,4.07
2023-10-31,24.26,51.21,0.0,3.61
2023-11-01,24.42,46.08,0.0,3.88
2023-11-02,23.73,47.72,0.0,3.44
2023-11-03,23.91,50.38,0.0,3.09
2023-11-04,23.72,53.73,0.0,2.78
2023-11-05,23.05,43.88,0.0,2.59
2023-11-06,22.7,41.2,0.0,3.12
2023-11-07,22.82,40.87,0.0,3.06
2023-11-08,22.84,53.71,0.0,3.23
2023-11-09,23.99,49.79,0.01,2.8
2023-11-10,21.32,60.33,5.27,1.78
2023-11-11,19.55,63.21,0.32,3.61
2023-11-12,19.48,62.66,0.0,4.08
2023-11-13,19.63,54.31,0.0,3.55
2023-11-14,19.2,47.48,0.0,2.32
2023-11-15,18.48,54.64,0.0,2.68
2023-11-16,19.94,53.26,0.0,2.57
2023-11-17,20.91,52.18,0.0,2.85
2023-11-18,20.13,51.16,0.0,2.98
2023-11-19,19.98,45.74,0.0,2.83
2023-11-20,19.91,49.29,0.0,2.68
2023-11-21,18.56,56.66,0.0,3.01
2023-11-22,17.93,51.89,0.0,3.38
2023-11-23,19.21,41.91,0.0,2.97
2023-11-24,18.69,45.66,0.0,2.69
2023-11-25,18.9,45.25,0.0,2.54
2023-11-26,18.79,47.22,0.0,2.35
2023-11-27,17.23,51.52,0.06,1.47
2023-11-28,17.93,58.44,3.68,1.57
2023-11-29,18.27,58.99,0.08,2.5
2023-11-30,19.0,63.8,0.01,2.17
2023-12-01,19.59,64.81,0.01,2.49
2023-12-02,18.55,61.84,0.0,2.87
2023-12-03,18.46,59.2,0.24,2.8
2023-12-04,17.68,55.23,0.32,2.44
2023-12-05,17.11,55.35,0.0,3.47
2023-12-06,17.73,51.4,0.0,3.51
2023-12-07,17.66,50.42,0.0,2.97
2023-12-08,16.75,49.09,0.0,3.1
2023-12-09,16.44,43.44,0.0,3.51
2023-12-10,15.46,42.56,0.0,3.65
2023-12-11,15.6,38.0,0.0,3.53
2023-12-12,15.13,42.31,0.0,3.22
2023-12-13,15.27,39.58,0.0,3.33
2023-12-14,14.44,46.18,0.0,3.21
2023-12-15,16.69,40.12,0.0,3.43
2023-12-16,15.81,42.32,0.0,3.36
2023-12-17,14.95,46.73,0.0,3.21
2023-12-18,13.72,52.8,0.0,3.59
2023-12-19,13.24,43.36,0.0,3.89
2023-12-20,13.51,38.74,0.0,3.24
2023-12-21,13.73,37.78,0.0,3.44
2023-12-22,15.77,33.61,0.0,3.26
2023-12-23,16.01,40.54,0.0,2.6
2023-12-24,16.47,50.0,0.0,2.59
2023-12-25,15.29,51.66,0.0,2.7
2023-12-26,15.75,50.76,0.0,2.53
2023-12-27,15.2,54.06,0.0,2.08
2023-12-28,13.82,59.59,0.0,1.97
2023-12-29,14.82,52.42,0.0,0.93
2023-12-30,14.67,49.86,0.0,1.46
2023-12-31,14.09,49.59,0.0,0.46
2024-01-01,12.03,57.41,0.0,1.87
2024-01-02,11.93,55.93,0.0,2.09
2024-01-03,12.21,48.01,0.0,0.87
2024-01-04,10.52,56.91,0.0,0.57
2024-01-05,11.35,65.27,0.0,0.57
2024-01-06,11.57,71.34,0.0,1.2
2024-01-07,11.36,67.46,0.0,1.47
2024-01-08,13.98,54.71,0.0,1.21
2024-01-09,13.25,53.34,0.15,1.27
2024-01-10,11.26,54.04,0.0,2.77
2024-01-11,10.82,47.49,0.0,3.21
2024-01-12,11.77,41.92,0.0,3.21
2024-01-13,13.78,36.01,0.0,2.2
2024-01-14,12.09,37.68,0.0,2.7
2024-01-15,11.36,40.08,0.0,3.07
2024-01-16,12.3,40.3,0.0,2.07
2024-01-17,11.92,40.62,0.0,2.57
2024-01-18,12.85,41.53,0.0,1.99
2024-01-19,12.7,45.25,0.0,1.14
2024-01-20,12.55,47.27,0.0,2.29
2024-01-21,11.46,48.54,0.0,2.64
2024-01-22,12.31,33.32,0.0,2.69
2024-01-23,13.13,37.46,0.0,2.26
2024-01-24,12.49,42.13,0.0,2.5
2024-01-25,12.46,42.17,0.0,2.38
2024-01-26,14.57,36.55,0.0,2.58
2024-01-27,15.35,32.85,0.0,3.98
2024-01-28,14.82,39.73,0.0,1.86
2024-01-29,15.12,46.66,0.0,3.01
2024-01-30,16.25,41.11,0.0,1.82
2024-01-31,16.04,50.41,3.56,1.55
2024-02-01,14.96,72.81,12.49,2.22
2024-02-02,13.28,60.04,0.22,3.43
2024-02-03,15.34,42.04,0.51,3.19
2024-02-04,15.07,84.13,2.8,1.75
2024-02-05,14.55,65.09,0.02,2.99
2024-02-06,12.32,43.67,0.0,4.5
2024-02-07,12.45,45.12,0.0,4.0
2024-02-08,12.24,43.25,0.0,4.85
2024-02-09,14.3,36.3,0.0,5.13
2024-02-10,15.69,33.56,0.0,4.67
2024-02-11,14.89,42.89,0.0,4.2
2024-02-12,16.07,41.41,0.0,3.01
2024-02-13,17.57,34.48,0.0,2.86
2024-02-14,15.99,44.87,0.0,3.65
2024-02-15,16.95,43.12,0.0,4.3
2024-02-16,17.52,34.49,0.0,4.68
2024-02-17,18.12,29.88,0.0,5.0
2024-02-18,19.81,28.01,0.0,4.47
2024-02-19,20.19,38.11,0.13,4.12
2024-02-20,20.38,52.8,2.51,3.83
2024-02-21,17.02,33.35,0.0,4.28
2024-02-22,16.74,35.59,0.0,5.13
2024-02-23,15.66,37.6,0.0,5.56
2024-02-24,16.94,32.39,0.0,4.63
2024-02-25,17.19,31.11,0.0,4.46
2024-02-26,17.85,32.64,0.01,3.74
2024-02-27,17.01,49.5,0.05,4.2
2024-02-28,17.95,45.51,0.0,5.6
2024-02-29,18.89,34.5,0.0,5.85
2024-03-01,22.14,34.19,1.35,4.34
2024-03-02,20.28,59.76,8.05,3.92
2024-03-03,17.2,54.58,3.59,3.59
2024-03-04,14.26,34.44,0.19,6.1
2024-03-05,13.96,33.17,0.0,5.83
2024-03-06,15.04,34.83,0.0,5.06
2024-03-07,17.72,36.9,0.0,5.84
2024-03-08,18.64,38.25,0.0,5.77
2024-03-09,18.54,37.81,0.0,6.28
2024-03-10,20.39,33.69,0.0,5.27
2024-03-11,22.58,30.39,0.0,5.83
2024-03-12,22.83,34.17,0.0,5.6
2024-03-13,22.99,32.94,0.0,5.42
2024-03-14,22.18,35.92,0.0,5.81
2024-03-15,21.63,34.05,0.0,6.47
2024-03-16,20.36,25.94,0.0,5.99
2024-03-17,21.46,24.21,0.0,5.58
2024-03-18,22.69,26.59,0.0,6.58
2024-03-19,23.56,26.24,0.0,6.34
2024-03-20,24.86,26.18,0.0,6.19
